;;;;;;;;;;
;;14,9938763;-4,571428571;5,428571429;-4,571428571;-3,571428571;5,428571429;3,428571429;-1,571428571;1,857142857
;;459;61;71;61;62;71;69;64;133
;;;Ïí;Âò;Ñð;×ò;Ïò;Ñá;Âñ;
01.01.14;Âò;;0;0;0;0;0;0;0;0
02.01.14;Ñð;1;0;0;1;0;0;0;0;0
03.01.14;×ò;1;0;0;0;1;0;0;0;0
04.01.14;Ïò;;0;0;0;0;0;0;0;0
05.01.14;Ñá;;0;0;0;0;0;0;0;0
06.01.14;Âñ;;0;0;0;0;0;0;0;0
07.01.14;Ïí;;0;0;0;0;0;0;0;0
08.01.14;Âò;;0;0;0;0;0;0;0;0
09.01.14;Ñð;;0;0;0;0;0;0;0;0
10.01.14;×ò;1;0;0;0;1;0;0;0;0
11.01.14;Ïò;;0;0;0;0;0;0;0;0
12.01.14;Ñá;;0;0;0;0;0;0;0;0
13.01.14;Âñ;;0;0;0;0;0;0;0;0
14.01.14;Ïí;;0;0;0;0;0;0;0;0
15.01.14;Âò;1;0;1;0;0;0;0;0;0
16.01.14;Ñð;1;0;0;1;0;0;0;0;0
17.01.14;×ò;;0;0;0;0;0;0;0;0
18.01.14;Ïò;;0;0;0;0;0;0;0;0
19.01.14;Ñá;;0;0;0;0;0;0;0;0
20.01.14;Âñ;;0;0;0;0;0;0;0;0
21.01.14;Ïí;;0;0;0;0;0;0;0;0
22.01.14;Âò;;0;0;0;0;0;0;0;0
23.01.14;Ñð;;0;0;0;0;0;0;0;0
24.01.14;×ò;;0;0;0;0;0;0;0;0
25.01.14;Ïò;1;0;0;0;0;1;0;0;0
26.01.14;Ñá;1;0;0;0;0;0;1;0;1
27.01.14;Âñ;;0;0;0;0;0;0;0;0
28.01.14;Ïí;;0;0;0;0;0;0;0;0
29.01.14;Âò;;0;0;0;0;0;0;0;0
30.01.14;Ñð;;0;0;0;0;0;0;0;0
31.01.14;×ò;1;0;0;0;1;0;0;0;0
01.02.14;Ïò;;0;0;0;0;0;0;0;0
02.02.14;Ñá;;0;0;0;0;0;0;0;0
03.02.14;Âñ;1;0;0;0;0;0;0;1;1
04.02.14;Ïí;1;1;0;0;0;0;0;0;0
05.02.14;Âò;1;0;1;0;0;0;0;0;0
06.02.14;Ñð;1;0;0;1;0;0;0;0;0
07.02.14;×ò;1;0;0;0;1;0;0;0;0
08.02.14;Ïò;1;0;0;0;0;1;0;0;0
09.02.14;Ñá;1;0;0;0;0;0;1;0;1
10.02.14;Âñ;1;0;0;0;0;0;0;1;1
11.02.14;Ïí;1;1;0;0;0;0;0;0;0
12.02.14;Âò;;0;0;0;0;0;0;0;0
13.02.14;Ñð;1;0;0;1;0;0;0;0;0
14.02.14;×ò;1;0;0;0;1;0;0;0;0
15.02.14;Ïò;;0;0;0;0;0;0;0;0
16.02.14;Ñá;;0;0;0;0;0;0;0;0
17.02.14;Âñ;;0;0;0;0;0;0;0;0
18.02.14;Ïí;;0;0;0;0;0;0;0;0
19.02.14;Âò;;0;0;0;0;0;0;0;0
20.02.14;Ñð;;0;0;0;0;0;0;0;0
21.02.14;×ò;;0;0;0;0;0;0;0;0
22.02.14;Ïò;;0;0;0;0;0;0;0;0
23.02.14;Ñá;;0;0;0;0;0;0;0;0
24.02.14;Âñ;;0;0;0;0;0;0;0;0
25.02.14;Ïí;;0;0;0;0;0;0;0;0
26.02.14;Âò;;0;0;0;0;0;0;0;0
27.02.14;Ñð;;0;0;0;0;0;0;0;0
28.02.14;×ò;;0;0;0;0;0;0;0;0
01.03.14;Ïò;1;0;0;0;0;1;0;0;0
02.03.14;Ñá;;0;0;0;0;0;0;0;0
03.03.14;Âñ;1;0;0;0;0;0;0;1;1
04.03.14;Ïí;;0;0;0;0;0;0;0;0
05.03.14;Âò;;0;0;0;0;0;0;0;0
